age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y;y_binary;predicted_prob
38;management;married;tertiary;no;950;no;no;cellular;5;aug;210;2;-1;0;unknown;no;0;0.0734121434534833
86;retired;married;secondary;no;1503;no;no;telephone;18;mar;165;3;101;1;other;no;0;0.105149721866739
47;technician;married;secondary;no;65;no;no;cellular;28;aug;118;8;-1;0;unknown;no;0;0.0325699899982361
42;management;married;primary;no;-679;yes;yes;cellular;6;may;159;1;343;2;failure;no;0;0.0690611129068069
44;management;married;tertiary;no;773;no;yes;cellular;9;jul;618;1;-1;0;unknown;no;0;0.29087552747658
25;student;single;unknown;no;10788;no;no;cellular;23;dec;102;2;210;2;other;no;0;0.0545896814513451
34;services;divorced;secondary;no;991;yes;no;cellular;6;may;89;1;344;1;failure;no;0;0.0512595960711494
34;admin.;married;secondary;no;247;no;no;cellular;8;oct;401;2;-1;0;unknown;yes;1;0.12768973016457
53;blue-collar;married;primary;no;4143;no;no;cellular;15;jul;200;3;-1;0;unknown;no;0;0.0836532608359288
42;blue-collar;married;unknown;no;-406;yes;no;cellular;30;jul;152;5;-1;0;unknown;no;0;0.0458272244057189
30;blue-collar;single;secondary;no;180;no;no;cellular;14;jul;203;1;183;2;failure;no;0;0.0702194824470952
26;blue-collar;single;primary;no;-887;yes;no;cellular;18;may;827;2;-1;0;unknown;yes;1;0.370722954520898
40;services;married;secondary;no;4157;yes;no;unknown;15;may;735;1;-1;0;unknown;no;0;0.391612721992899
34;technician;single;secondary;no;1386;yes;yes;unknown;28;may;185;6;-1;0;unknown;no;0;0.0437506061846192
34;services;married;secondary;no;2211;no;no;unknown;8;may;149;1;-1;0;unknown;no;0;0.0646190108929573
40;management;married;tertiary;no;-495;no;yes;cellular;29;jul;303;2;-1;0;unknown;no;0;0.098769122920582
36;management;married;tertiary;no;27359;yes;no;unknown;3;jun;71;2;-1;0;unknown;no;0;0.0831336070380665
34;technician;single;secondary;no;440;yes;no;cellular;6;may;445;2;345;2;failure;no;0;0.146934698134823
32;blue-collar;single;secondary;no;135;yes;no;cellular;18;may;232;2;-1;0;unknown;no;0;0.0719170967995643
39;technician;married;secondary;no;-735;yes;no;cellular;30;jan;144;5;248;2;failure;no;0;0.0425633295837458
36;technician;married;tertiary;no;60;no;no;cellular;19;aug;209;2;-1;0;unknown;no;0;0.0699030252562998
39;technician;divorced;secondary;no;902;yes;no;cellular;10;feb;691;2;180;5;failure;yes;1;0.310583334716709
33;management;married;unknown;no;18347;yes;no;unknown;23;may;415;1;-1;0;unknown;no;0;0.209500946407595
34;blue-collar;single;secondary;no;-72;yes;no;cellular;7;jul;273;5;-1;0;unknown;no;0;0.0629068588211682
42;management;married;tertiary;no;1205;no;no;telephone;8;sep;376;2;-1;0;unknown;yes;1;0.132431476647427
46;technician;married;secondary;no;499;yes;no;cellular;31;jul;37;10;-1;0;unknown;no;0;0.0199825718204956
32;management;single;tertiary;no;656;yes;yes;cellular;20;apr;148;2;-1;0;unknown;no;0;0.0548906356549348
27;services;married;secondary;no;100;no;no;cellular;16;jul;57;2;-1;0;unknown;no;0;0.0371962443729708
35;technician;divorced;secondary;no;69;yes;no;unknown;8;may;461;3;-1;0;unknown;no;0;0.141682620163766
53;technician;married;unknown;no;619;no;no;unknown;17;jun;198;6;-1;0;unknown;no;0;0.0572491265795196
29;services;single;secondary;no;192;no;no;cellular;30;jan;327;4;-1;0;unknown;no;0;0.0784251203759229
35;management;single;tertiary;no;0;no;no;cellular;29;aug;669;6;-1;0;unknown;no;0;0.202750845790579
49;management;married;tertiary;no;87;no;no;cellular;29;jan;165;1;-1;0;unknown;no;0;0.0782530333809365
58;management;married;tertiary;no;3228;no;no;cellular;19;aug;58;2;-1;0;unknown;no;0;0.0598229169008571
40;management;single;tertiary;no;1361;no;no;cellular;29;jan;1473;1;-1;0;unknown;yes;1;0.894484024814228
19;student;single;unknown;no;0;no;no;cellular;11;feb;123;3;-1;0;unknown;no;0;0.0380116090263558
30;student;single;tertiary;no;34;yes;no;unknown;6;may;289;1;-1;0;unknown;no;0;0.0929263202209838
34;technician;single;secondary;no;318;no;yes;cellular;25;jul;239;5;-1;0;unknown;no;0;0.0566064368639178
60;retired;married;secondary;no;197;no;no;cellular;7;oct;1386;1;-1;0;unknown;no;0;0.887479167373575
28;student;single;tertiary;no;0;no;no;cellular;28;sep;294;2;105;7;other;yes;1;0.0837571979906093
46;management;married;tertiary;no;273;yes;no;cellular;18;mar;910;2;184;4;success;yes;1;0.516696857300699
49;blue-collar;divorced;primary;no;15;yes;no;unknown;27;may;550;7;-1;0;unknown;no;0;0.152968414198671
59;management;divorced;tertiary;no;7813;yes;no;cellular;21;nov;75;1;-1;0;unknown;no;0;0.0786066087683541
44;technician;single;secondary;no;-27;yes;yes;unknown;14;may;100;3;-1;0;unknown;no;0;0.0484340541483201
33;technician;married;tertiary;no;75;no;no;cellular;21;jul;204;4;-1;0;unknown;no;0;0.0544568359929954
54;retired;married;secondary;no;1139;yes;no;cellular;14;may;155;1;177;7;failure;no;0;0.0825185432096134
26;blue-collar;married;secondary;no;115;yes;no;unknown;4;jul;46;3;-1;0;unknown;no;0;0.0319748384465355
54;blue-collar;married;secondary;no;0;no;no;telephone;16;apr;1366;1;150;1;failure;no;0;0.870774644534258
48;housemaid;married;primary;no;7195;no;no;cellular;21;nov;609;2;-1;0;unknown;yes;1;0.307231038267573
30;services;single;tertiary;no;-477;no;yes;cellular;21;aug;1532;2;-1;0;unknown;yes;1;0.887396398646053
29;management;single;tertiary;no;1026;no;no;cellular;12;nov;226;1;92;1;other;yes;1;0.0763434784394891
51;entrepreneur;married;tertiary;no;3921;yes;no;cellular;5;may;168;1;-1;0;unknown;no;0;0.0884464955382031
53;unemployed;married;primary;no;980;yes;no;cellular;3;dec;352;1;-1;0;unknown;yes;1;0.151970392397166
43;blue-collar;married;secondary;no;-179;yes;no;cellular;30;jul;335;6;-1;0;unknown;no;0;0.0783940278944929
34;admin.;married;tertiary;no;2552;yes;yes;cellular;25;sep;74;1;-1;0;unknown;no;0;0.0505458066842976
40;entrepreneur;married;tertiary;no;1729;yes;no;cellular;12;may;85;1;-1;0;unknown;no;0;0.0555463454834344
43;technician;married;secondary;no;434;yes;no;unknown;5;may;117;1;-1;0;unknown;no;0;0.0623508399753197
33;admin.;single;secondary;no;-300;yes;yes;cellular;25;jul;184;1;-1;0;unknown;no;0;0.0676645716971959
66;retired;married;secondary;no;4785;no;no;cellular;13;aug;72;3;-1;0;unknown;no;0;0.0652546518972377
44;technician;divorced;secondary;no;-329;yes;no;unknown;7;may;171;1;-1;0;unknown;no;0;0.0742971259802335
33;services;married;secondary;no;0;yes;no;telephone;22;jul;44;8;-1;0;unknown;no;0;0.020902437442512
31;technician;single;secondary;no;391;no;no;cellular;13;aug;336;2;-1;0;unknown;no;0;0.100514534914425
71;retired;married;primary;no;4657;no;no;cellular;16;feb;93;5;-1;0;unknown;yes;1;0.0611806949499224
22;student;single;primary;no;3472;no;no;cellular;20;oct;332;1;183;3;failure;yes;1;0.104724713240616
46;unemployed;single;tertiary;no;705;no;no;cellular;4;feb;398;1;-1;0;unknown;no;0;0.16039958390753
32;services;married;secondary;no;255;yes;yes;unknown;21;may;86;2;-1;0;unknown;no;0;0.0440055576776937
45;blue-collar;married;secondary;no;4365;no;yes;cellular;9;feb;45;2;-1;0;unknown;no;0;0.049840008258275
32;management;married;secondary;no;350;yes;no;unknown;28;may;110;2;-1;0;unknown;no;0;0.0478819271984595
49;blue-collar;married;primary;no;474;yes;yes;telephone;9;feb;152;3;221;1;failure;no;0;0.0622967146114144
27;technician;single;secondary;no;489;yes;no;cellular;30;jul;356;4;-1;0;unknown;yes;1;0.0847590486230499
46;entrepreneur;married;secondary;no;757;no;no;unknown;16;jun;382;3;-1;0;unknown;no;0;0.127905924216057
37;management;single;tertiary;no;695;no;no;cellular;28;jan;233;1;-1;0;unknown;no;0;0.0855976468316115
30;unemployed;single;secondary;yes;-770;yes;no;unknown;28;may;87;1;-1;0;unknown;no;0;0.0463852608841436
44;self-employed;divorced;secondary;no;80;yes;yes;unknown;14;may;387;2;-1;0;unknown;no;0;0.136887158182072
45;technician;married;secondary;no;315;yes;no;cellular;30;jun;103;1;-1;0;unknown;no;0;0.0608311491956505
27;student;single;secondary;no;213;no;no;cellular;27;mar;378;1;-1;0;unknown;yes;1;0.11973031371575
57;housemaid;married;primary;no;0;no;no;unknown;9;jun;257;2;-1;0;unknown;no;0;0.105752123126177
66;management;married;tertiary;no;2169;no;no;cellular;7;jul;282;1;-1;0;unknown;no;0;0.146076176179477
40;admin.;divorced;secondary;no;212;no;no;unknown;7;jan;176;1;-1;0;unknown;no;0;0.0727742724428999
48;blue-collar;married;secondary;no;333;yes;no;cellular;14;may;24;6;-1;0;unknown;no;0;0.0293089730029326
33;blue-collar;single;secondary;no;4404;yes;no;cellular;20;nov;766;3;-1;0;unknown;no;0;0.348516315067511
42;services;divorced;secondary;no;257;yes;no;cellular;12;may;955;2;-1;0;unknown;yes;1;0.543401115205317
47;unemployed;married;secondary;no;3188;yes;no;cellular;3;feb;426;3;-1;0;unknown;no;0;0.156108057280555
27;technician;single;tertiary;no;3083;yes;no;unknown;29;may;244;2;-1;0;unknown;no;0;0.0752924085482126
78;retired;married;tertiary;no;226;no;no;telephone;6;nov;136;1;-1;0;unknown;no;0;0.101865244873737
50;services;married;primary;no;1260;no;no;cellular;18;nov;172;1;-1;0;unknown;no;0;0.0832937784896762
46;entrepreneur;single;tertiary;no;1410;yes;no;cellular;19;nov;93;1;189;8;failure;no;0;0.0611154270844708
41;admin.;divorced;secondary;no;6046;yes;yes;telephone;15;mar;300;6;182;2;success;yes;1;0.0786262569383955
36;admin.;single;tertiary;no;980;no;no;cellular;11;nov;118;4;104;7;failure;no;0;0.043111170473724
49;retired;married;primary;no;-37;no;no;unknown;4;jul;191;2;-1;0;unknown;no;0;0.0772537282138597
46;management;divorced;tertiary;no;-154;yes;yes;unknown;27;may;107;2;-1;0;unknown;no;0;0.0559914817223349
77;retired;married;primary;no;680;no;no;telephone;24;feb;513;2;89;7;failure;no;0;0.282872256999734
30;technician;single;tertiary;no;799;yes;yes;unknown;6;jun;91;18;-1;0;unknown;no;0;0.00866540837035672
43;management;single;secondary;yes;-1164;yes;yes;cellular;18;jul;76;4;-1;0;unknown;no;0;0.0387900629028078
44;blue-collar;married;secondary;no;2523;yes;no;unknown;29;may;1236;2;-1;0;unknown;no;0;0.780027301986794
40;blue-collar;married;primary;no;98;yes;no;unknown;2;jun;193;5;-1;0;unknown;no;0;0.0519971029807349
38;blue-collar;married;primary;no;3419;yes;no;unknown;20;jun;324;5;-1;0;unknown;no;0;0.0849430352630705
25;unemployed;single;tertiary;no;343;no;no;cellular;1;jun;377;1;-1;0;unknown;yes;1;0.11688808762044
49;management;married;tertiary;no;852;yes;no;cellular;20;nov;408;1;-1;0;unknown;no;0;0.171457277487437
33;blue-collar;married;primary;no;50;yes;no;cellular;7;may;246;2;-1;0;unknown;no;0;0.0761357894937224
40;management;single;tertiary;no;0;no;no;cellular;26;aug;58;7;-1;0;unknown;no;0;0.0266430287296589
44;blue-collar;married;primary;no;10;yes;no;cellular;17;jul;196;1;-1;0;unknown;no;0;0.081337991503278
32;blue-collar;married;secondary;no;950;yes;yes;cellular;20;apr;219;4;-1;0;unknown;no;0;0.0577523683261645
52;management;married;tertiary;no;0;yes;no;cellular;9;jul;197;1;-1;0;unknown;no;0;0.0900258926702982
35;management;married;tertiary;no;175;yes;no;cellular;7;aug;257;2;-1;0;unknown;no;0;0.0811710453325024
35;technician;married;secondary;no;-259;yes;no;cellular;29;jan;381;1;247;2;failure;no;0;0.131429302704897
32;management;married;secondary;no;6217;yes;yes;unknown;21;may;486;2;-1;0;unknown;no;0;0.183297523560641
42;technician;married;secondary;no;-1310;yes;yes;unknown;28;may;162;1;-1;0;unknown;no;0;0.0687391461802863
59;blue-collar;married;unknown;no;139;no;no;unknown;5;jun;153;1;-1;0;unknown;no;0;0.085214616889199
44;technician;single;secondary;no;7138;no;no;cellular;8;aug;809;2;-1;0;unknown;yes;1;0.46237864746579
50;admin.;divorced;secondary;no;1111;yes;no;cellular;17;apr;50;1;-1;0;unknown;no;0;0.0552077699889328
27;blue-collar;single;secondary;no;113;no;no;cellular;22;jul;39;17;-1;0;unknown;no;0;0.00754205731501972
55;management;divorced;tertiary;no;-612;no;no;cellular;26;aug;131;2;-1;0;unknown;no;0;0.0672840612926276
54;blue-collar;married;unknown;no;310;yes;no;telephone;28;jan;526;4;258;3;other;no;0;0.196139647096962
31;unemployed;single;secondary;no;-186;yes;no;unknown;26;may;172;3;-1;0;unknown;no;0;0.0522285508514017
56;admin.;married;unknown;no;2038;no;no;cellular;8;feb;405;1;305;1;success;no;0;0.188124716568373
51;self-employed;married;tertiary;no;833;no;no;cellular;31;jul;77;3;-1;0;unknown;no;0;0.0499864356162758
61;blue-collar;married;primary;no;625;yes;no;unknown;19;may;158;2;-1;0;unknown;no;0;0.081613120425963
34;technician;single;secondary;no;105;yes;no;cellular;7;may;146;2;171;3;failure;no;0;0.055200382369291
56;blue-collar;married;primary;no;551;no;no;unknown;29;may;27;1;-1;0;unknown;no;0;0.0543898522761815
29;student;single;unknown;no;145;no;no;cellular;14;aug;105;1;-1;0;unknown;no;0;0.0497711904344683
34;management;single;tertiary;no;618;yes;no;unknown;3;jun;119;4;-1;0;unknown;no;0;0.0417950587991396
35;services;single;secondary;no;1063;yes;yes;cellular;16;apr;327;1;-1;0;unknown;no;0;0.114147402093846
56;admin.;divorced;secondary;no;985;no;yes;cellular;18;aug;150;2;-1;0;unknown;no;0;0.0753265609566017
45;blue-collar;married;secondary;no;2926;yes;yes;cellular;19;nov;482;3;120;2;failure;no;0;0.179458588312805
31;admin.;single;secondary;no;-449;yes;no;unknown;28;may;81;2;-1;0;unknown;no;0;0.0419894711351669
37;entrepreneur;divorced;tertiary;no;66;no;no;cellular;18;nov;1164;2;-1;0;unknown;yes;1;0.700955477636077
43;admin.;married;secondary;no;0;yes;no;cellular;17;jul;674;3;-1;0;unknown;no;0;0.28267255011667
40;management;married;unknown;no;419;yes;no;cellular;10;jul;347;1;-1;0;unknown;no;0;0.127179595311189
44;management;married;primary;no;4758;yes;no;cellular;22;jul;712;6;-1;0;unknown;yes;1;0.273924742003146
38;admin.;single;secondary;no;-23;no;no;cellular;20;nov;48;2;-1;0;unknown;no;0;0.0414476692070232
58;management;divorced;tertiary;no;1573;yes;yes;cellular;17;nov;279;1;-1;0;unknown;no;0;0.130217975540244
24;blue-collar;single;secondary;no;77;yes;no;unknown;16;may;236;2;-1;0;unknown;no;0;0.0658440281946725
53;services;married;secondary;no;1378;yes;no;cellular;18;jul;91;2;-1;0;unknown;no;0;0.0600961758462619
36;blue-collar;married;secondary;no;-73;yes;yes;cellular;18;may;15;8;-1;0;unknown;no;0;0.0196030625739833
28;blue-collar;married;primary;no;60;yes;no;cellular;6;may;161;1;337;1;failure;no;0;0.0593048934402035
45;blue-collar;married;primary;no;137;yes;yes;unknown;16;may;187;19;-1;0;unknown;no;0;0.013201794423643
32;admin.;single;tertiary;no;1583;yes;no;cellular;19;nov;100;1;182;1;failure;no;0;0.052606697645996
46;admin.;married;secondary;no;-121;yes;yes;cellular;8;jul;214;4;-1;0;unknown;no;0;0.0660848626698036
28;blue-collar;single;secondary;no;1065;yes;yes;cellular;17;apr;406;1;317;1;failure;no;0;0.134731050758646
51;unemployed;married;secondary;no;-13;yes;no;cellular;13;may;361;1;364;1;failure;no;0;0.149479702703175
51;blue-collar;married;primary;no;1869;no;no;unknown;17;jun;30;3;-1;0;unknown;no;0;0.0436282081243695
30;technician;single;secondary;no;4787;yes;no;unknown;4;jun;99;2;-1;0;unknown;no;0;0.0499566129219291
39;technician;married;secondary;yes;-183;yes;no;unknown;14;may;202;2;-1;0;unknown;no;0;0.0705019229020069
28;blue-collar;married;primary;no;702;yes;no;unknown;26;jun;318;2;-1;0;unknown;no;0;0.0920638301877397
31;management;single;tertiary;no;1494;no;no;cellular;13;aug;275;12;-1;0;unknown;no;0;0.0315541508403014
31;blue-collar;married;primary;no;0;yes;yes;unknown;12;may;59;4;-1;0;unknown;no;0;0.0321899422340839
38;management;married;tertiary;no;46;no;no;cellular;29;aug;70;4;-1;0;unknown;no;0;0.0366652277757839
31;blue-collar;single;secondary;no;609;yes;no;cellular;14;apr;1126;1;335;1;failure;no;0;0.679718154976261
74;retired;divorced;secondary;no;4079;no;no;cellular;19;oct;343;3;-1;0;unknown;yes;1;0.16802759933746
40;management;single;tertiary;no;0;yes;no;cellular;23;feb;228;2;182;6;failure;yes;1;0.0781547406309289
43;technician;married;secondary;no;7876;yes;no;cellular;11;aug;209;2;-1;0;unknown;no;0;0.0912476002939508
34;technician;single;tertiary;no;925;yes;no;cellular;13;apr;709;1;-1;0;unknown;yes;1;0.332833483301861
54;management;divorced;tertiary;no;7010;no;no;cellular;11;mar;275;2;-1;0;unknown;no;0;0.126160771301554
51;blue-collar;married;primary;no;42;yes;no;cellular;12;may;51;2;342;3;failure;no;0;0.0495631397762079
33;blue-collar;married;secondary;no;285;no;yes;unknown;3;jul;267;1;-1;0;unknown;no;0;0.0902403313277604
41;technician;married;tertiary;no;0;no;no;unknown;20;jun;95;1;-1;0;unknown;no;0;0.055866678519824
33;management;single;tertiary;no;3170;no;no;cellular;28;oct;246;2;-1;0;unknown;no;0;0.0818096048527174
48;admin.;married;secondary;no;8;no;yes;cellular;7;jul;46;1;-1;0;unknown;no;0;0.0517245303860848
42;self-employed;divorced;tertiary;no;216;yes;no;cellular;8;may;144;3;-1;0;unknown;no;0;0.0551550063271565
35;management;single;tertiary;no;2975;no;no;cellular;8;aug;249;2;-1;0;unknown;no;0;0.0843073566136792
25;admin.;married;secondary;no;894;yes;no;unknown;28;may;328;1;-1;0;unknown;no;0;0.101172909190754
38;blue-collar;single;primary;no;490;yes;yes;unknown;25;aug;17;1;-1;0;unknown;no;0;0.0416757651453002
45;entrepreneur;married;secondary;no;245;yes;no;unknown;14;may;126;3;-1;0;unknown;no;0;0.0539436733329875
59;management;divorced;tertiary;no;0;yes;no;cellular;31;jul;52;8;-1;0;unknown;no;0;0.0302305632500089
47;management;married;unknown;no;150;no;no;unknown;9;jun;52;1;-1;0;unknown;no;0;0.0522976018490188
33;management;married;tertiary;no;4;yes;no;cellular;16;jul;285;5;-1;0;unknown;no;0;0.0647894998872896
59;management;married;primary;no;1727;no;no;telephone;25;may;500;4;358;2;failure;yes;1;0.197631837258782
41;blue-collar;divorced;primary;no;664;no;yes;cellular;15;jul;955;5;-1;0;unknown;yes;1;0.464661004936533
42;technician;married;secondary;no;473;yes;no;cellular;7;jul;216;5;-1;0;unknown;no;0;0.0581753824008724
51;technician;divorced;tertiary;no;0;no;no;cellular;28;aug;84;7;-1;0;unknown;no;0;0.0336692304159027
45;management;married;tertiary;no;-192;yes;no;cellular;6;may;138;3;-1;0;unknown;no;0;0.0556067927392453
30;management;married;tertiary;no;1942;yes;yes;cellular;21;nov;436;2;178;3;other;yes;1;0.140953207890141
33;blue-collar;single;secondary;no;5137;yes;no;cellular;6;may;123;1;-1;0;unknown;no;0;0.0626201222577446
43;management;married;tertiary;no;13044;no;no;cellular;18;aug;36;4;-1;0;unknown;no;0;0.0475082724859444
37;blue-collar;married;secondary;no;1053;no;no;unknown;16;jun;405;3;-1;0;unknown;no;0;0.12446810264627
73;retired;married;primary;no;154;no;no;cellular;15;oct;103;1;-1;0;unknown;no;0;0.0859475677907938
43;blue-collar;married;secondary;no;625;yes;no;unknown;30;sep;175;1;-1;0;unknown;no;0;0.076017861375016
52;unemployed;married;primary;no;255;no;yes;cellular;10;jul;374;3;-1;0;unknown;no;0;0.132374535232457
44;management;married;tertiary;no;529;yes;no;unknown;4;jun;129;4;-1;0;unknown;no;0;0.0490757120846854
56;management;married;tertiary;no;318;no;yes;telephone;9;jul;246;3;-1;0;unknown;no;0;0.0924589918552772
21;services;single;secondary;no;1903;yes;no;unknown;29;may;107;2;-1;0;unknown;no;0;0.0427012206813486
43;unknown;married;tertiary;no;1937;no;no;unknown;19;jun;385;1;-1;0;unknown;no;0;0.152975197108409
54;management;married;primary;no;3859;no;yes;cellular;20;nov;104;3;-1;0;unknown;no;0;0.0611228884508792
59;technician;married;primary;no;4198;no;no;cellular;14;jan;309;1;91;10;success;yes;1;0.152867621882094
52;blue-collar;married;primary;no;230;yes;no;cellular;6;may;198;2;170;2;failure;no;0;0.0825572903237497
31;admin.;single;secondary;no;747;yes;no;unknown;26;may;543;2;-1;0;unknown;yes;1;0.19155693870624
53;admin.;married;secondary;no;263;no;yes;cellular;18;jul;143;7;-1;0;unknown;no;0;0.0426253083735831
24;technician;single;secondary;no;-46;yes;no;unknown;19;may;23;1;-1;0;unknown;no;0;0.0350422371997971
57;retired;married;secondary;no;0;no;yes;unknown;30;jun;104;2;-1;0;unknown;no;0;0.0639342326724602
48;technician;married;secondary;no;568;yes;no;cellular;2;sep;378;2;386;1;success;yes;1;0.140922447179652
57;technician;married;secondary;no;1469;yes;no;cellular;17;nov;364;1;-1;0;unknown;no;0;0.166571911662739
51;technician;married;secondary;no;18;no;yes;cellular;25;jul;363;6;-1;0;unknown;no;0;0.0952344948436245
50;management;divorced;tertiary;no;201;yes;no;cellular;24;jul;248;1;-1;0;unknown;no;0;0.104123796934721
34;blue-collar;married;secondary;no;1412;yes;yes;unknown;27;may;157;2;-1;0;unknown;no;0;0.0590866528399762
43;blue-collar;married;primary;no;-93;yes;no;unknown;26;may;402;2;-1;0;unknown;no;0;0.14120064817921
31;services;married;secondary;no;-331;yes;no;unknown;23;may;203;5;-1;0;unknown;no;0;0.0474654041388158
29;blue-collar;married;unknown;no;486;yes;no;cellular;6;may;422;1;363;1;failure;no;0;0.141440185234474
39;blue-collar;married;primary;no;694;yes;no;cellular;21;nov;44;1;-1;0;unknown;no;0;0.0465377880540223
36;management;single;tertiary;no;2806;yes;no;unknown;30;may;358;4;-1;0;unknown;no;0;0.100367994482691
38;unemployed;single;tertiary;no;0;no;no;cellular;6;feb;39;2;-1;0;unknown;no;0;0.0402057791684459
56;management;divorced;tertiary;no;2959;yes;no;telephone;18;may;325;1;-1;0;unknown;no;0;0.151069638325323
41;housemaid;divorced;primary;no;22;yes;no;cellular;18;nov;238;3;126;4;other;no;0;0.0743356566965748
47;technician;married;secondary;no;1167;yes;no;cellular;30;apr;968;1;87;5;failure;yes;1;0.602249112295865
38;management;single;tertiary;no;35;yes;no;cellular;17;apr;156;1;273;3;failure;no;0;0.0661166243613137
80;retired;married;secondary;no;8304;no;no;telephone;6;apr;681;1;118;11;success;no;0;0.501920536319078
37;services;married;secondary;no;4760;yes;no;cellular;20;nov;187;2;-1;0;unknown;no;0;0.0733657184630583
44;management;single;tertiary;no;-1313;yes;yes;cellular;15;may;104;10;-1;0;unknown;no;0;0.0235555769328427
33;blue-collar;single;secondary;no;697;no;no;cellular;6;feb;860;2;-1;0;unknown;yes;1;0.431212581504713
53;technician;married;secondary;no;230;no;yes;cellular;13;aug;112;2;-1;0;unknown;no;0;0.0627848362702475
69;retired;married;tertiary;no;473;no;no;cellular;7;jul;112;1;78;1;failure;no;0;0.0848886709586821
46;technician;married;secondary;no;1427;yes;no;unknown;14;may;32;3;-1;0;unknown;no;0;0.0407536490897201
30;management;single;tertiary;no;201;yes;no;cellular;17;mar;325;2;-1;0;unknown;yes;1;0.0954188802818039
31;self-employed;single;secondary;no;1086;no;no;cellular;20;nov;410;1;-1;0;unknown;no;0;0.141302362151043
38;management;divorced;tertiary;no;4335;yes;no;cellular;20;nov;640;1;-1;0;unknown;no;0;0.309203227714536
34;services;divorced;secondary;no;44;no;no;unknown;9;jun;118;1;-1;0;unknown;no;0;0.0553117333583909
48;unknown;married;unknown;no;286;no;no;cellular;30;jul;166;2;-1;0;unknown;no;0;0.0707428908408042
46;blue-collar;divorced;primary;no;216;no;no;cellular;2;feb;173;1;-1;0;unknown;no;0;0.0776465215866744
42;admin.;married;secondary;no;214;yes;no;unknown;28;may;21;24;-1;0;unknown;no;0;0.00419883598923
41;blue-collar;married;secondary;no;343;yes;no;unknown;14;may;89;7;-1;0;unknown;no;0;0.0303257208557135
33;blue-collar;married;secondary;no;-77;yes;no;cellular;28;jul;151;3;-1;0;unknown;no;0;0.0500117718204673
39;blue-collar;married;primary;no;1046;no;no;unknown;19;jun;112;4;-1;0;unknown;no;0;0.0439644641879349
27;student;single;secondary;no;1566;no;no;cellular;30;jan;164;5;-1;0;unknown;no;0;0.041271739951273
26;management;single;tertiary;no;592;no;no;telephone;29;jan;145;2;164;1;other;no;0;0.050256185805336
38;management;single;tertiary;no;104;yes;no;cellular;6;may;606;3;-1;0;unknown;yes;1;0.224453703475789
48;blue-collar;married;secondary;no;0;yes;no;unknown;26;may;105;1;-1;0;unknown;no;0;0.0631371207502365
54;services;married;secondary;no;-22;no;yes;cellular;9;jul;85;1;-1;0;unknown;no;0;0.0636375128512452
51;services;married;secondary;no;0;no;no;cellular;18;jul;439;3;-1;0;unknown;no;0;0.158858415383167
47;technician;married;secondary;no;72;no;no;unknown;29;may;278;1;-1;0;unknown;no;0;0.110250984621177
53;technician;married;secondary;no;100;no;no;cellular;13;aug;205;4;-1;0;unknown;no;0;0.0703701862900595
35;blue-collar;married;primary;no;319;yes;no;cellular;16;jul;221;1;-1;0;unknown;no;0;0.0795861018202543
58;management;married;tertiary;no;9339;yes;no;telephone;18;nov;52;3;172;3;other;no;0;0.0613711918588942
52;management;divorced;tertiary;no;50;yes;no;unknown;12;jun;84;3;-1;0;unknown;no;0;0.0508958317948501
57;retired;married;secondary;yes;32;yes;no;cellular;15;may;476;3;-1;0;unknown;no;0;0.18962351116985
52;management;married;tertiary;no;6922;no;no;cellular;20;nov;371;1;-1;0;unknown;no;0;0.180066563077306
35;management;single;tertiary;no;633;yes;no;cellular;17;apr;128;3;-1;0;unknown;no;0;0.0482437814534765
48;technician;married;secondary;no;4265;yes;no;unknown;13;may;220;2;-1;0;unknown;no;0;0.0926191551567324
46;entrepreneur;married;tertiary;no;2262;no;no;telephone;14;jul;44;14;-1;0;unknown;no;0;0.0142032876156263
39;services;married;secondary;no;1970;yes;no;unknown;8;jun;30;1;404;2;success;no;0;0.0457318139381331
38;self-employed;divorced;tertiary;no;1513;no;no;cellular;7;may;330;1;342;1;failure;no;0;0.120609302354281
34;entrepreneur;married;secondary;no;4659;yes;no;unknown;30;aug;28;1;-1;0;unknown;no;0;0.0454186471973831
47;entrepreneur;married;primary;no;668;no;no;cellular;12;may;908;1;-1;0;unknown;no;0;0.54663694366375
35;management;divorced;tertiary;no;649;no;no;cellular;16;apr;177;1;-1;0;unknown;no;0;0.0692932432050657
46;blue-collar;divorced;primary;no;452;yes;no;unknown;9;may;113;4;-1;0;unknown;no;0;0.0475846925574398
27;admin.;single;secondary;no;-145;yes;no;telephone;15;may;289;8;-1;0;unknown;no;0;0.0451269875802384
31;blue-collar;married;secondary;no;-498;yes;no;cellular;21;jul;357;1;-1;0;unknown;no;0;0.115649330813214
31;management;single;tertiary;no;0;no;no;cellular;28;aug;38;16;-1;0;unknown;no;0;0.0087652166002332
46;admin.;married;secondary;no;22;yes;no;cellular;7;aug;414;4;-1;0;unknown;no;0;0.127050493310745
31;admin.;married;secondary;no;2304;yes;no;cellular;20;nov;257;2;-1;0;unknown;no;0;0.0811282223310932
33;management;married;tertiary;no;1412;yes;no;unknown;19;aug;480;1;-1;0;unknown;yes;1;0.179712387523992
42;housemaid;married;primary;no;145;no;no;cellular;20;aug;252;2;-1;0;unknown;no;0;0.0869832451490537
